shard,gold_dataset,gold_scan,atlas_bdmap_id,match_type,corr32,evaluation_case_id,evidence_status,source_export
shard07,AMOS,amos_0160.nii.gz,BDMAP_00003410,exact,1.0000,amos_0160,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard07,AMOS,amos_0170.nii.gz,BDMAP_00003423,exact,1.0000,amos_0170,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard07,AMOS,amos_0094.nii.gz,BDMAP_00003445,exact,1.0000,amos_0094,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard07,AMOS,amos_0156.nii.gz,BDMAP_00003471,exact,1.0000,amos_0156,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard07,BTCV,img0024.nii.gz,BDMAP_00003480,exact,1.0000,btcv_label0024,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0192.nii.gz,BDMAP_00003503,exact,1.0000,amos_0192,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0302.nii.gz,BDMAP_00003519,shape+corr,1.0000,amos_0302,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,FLARE,FLARE22_Tr_0033_0000.nii.gz,BDMAP_00003525,shape+corr,1.0000,FLARE22_Tr_0033,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,BTCV,img0002.nii.gz,BDMAP_00003539,exact,1.0000,btcv_label0002,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,FLARE,FLARE22_Tr_0013_0000.nii.gz,BDMAP_00003551,shape+corr,1.0000,FLARE22_Tr_0013,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0358.nii.gz,BDMAP_00003574,shape+corr,1.0000,amos_0358,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0401.nii.gz,BDMAP_00003582,shape+corr,1.0000,amos_0401,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0142.nii.gz,BDMAP_00003594,shape+corr,1.0000,amos_0142,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0212.nii.gz,BDMAP_00003625,shape+corr,1.0000,amos_0212,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,FLARE,FLARE22_Tr_0050_0000.nii.gz,BDMAP_00003631,shape+corr,1.0000,FLARE22_Tr_0050,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,BTCV,img0031.nii.gz,BDMAP_00003647,exact,1.0000,btcv_label0031,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,BTCV,img0032.nii.gz,BDMAP_00003702,exact,1.0000,btcv_label0032,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0154.nii.gz,BDMAP_00003712,exact,1.0000,amos_0154,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0076.nii.gz,BDMAP_00003716,shape+corr,1.0000,amos_0076,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0119.nii.gz,BDMAP_00003720,exact,1.0000,amos_0119,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0371.nii.gz,BDMAP_00003731,shape+corr,1.0000,amos_0371,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0124.nii.gz,BDMAP_00003747,exact,1.0000,amos_0124,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,FLARE,FLARE22_Tr_0009_0000.nii.gz,BDMAP_00003771,shape+corr,1.0000,FLARE22_Tr_0009,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0030.nii.gz,BDMAP_00003775,exact,1.0000,amos_0030,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0188.nii.gz,BDMAP_00003791,exact,1.0000,amos_0188,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0366.nii.gz,BDMAP_00003799,shape+corr,1.0000,amos_0366,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0043.nii.gz,BDMAP_00003818,exact,1.0000,amos_0043,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0171.nii.gz,BDMAP_00003819,shape+corr,1.0000,amos_0171,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0381.nii.gz,BDMAP_00003834,shape+corr,1.0000,amos_0381,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0196.nii.gz,BDMAP_00003845,exact,1.0000,amos_0196,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,FLARE,FLARE22_Tr_0015_0000.nii.gz,BDMAP_00003853,shape+corr,1.0000,FLARE22_Tr_0015,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,BTCV,img0003.nii.gz,BDMAP_00003858,exact,1.0000,btcv_label0003,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,FLARE,FLARE22_Tr_0022_0000.nii.gz,BDMAP_00003884,shape+corr,1.0000,FLARE22_Tr_0022,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,FLARE,FLARE22_Tr_0012_0000.nii.gz,BDMAP_00003900,shape+corr,1.0000,FLARE22_Tr_0012,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,BTCV,img0021.nii.gz,BDMAP_00003906,exact,1.0000,btcv_label0021,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0297.nii.gz,BDMAP_00003908,shape+corr,1.0000,amos_0297,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0149.nii.gz,BDMAP_00003949,exact,1.0000,amos_0149,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,BTCV,img0039.nii.gz,BDMAP_00003960,exact,1.0000,btcv_label0039,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,FLARE,FLARE22_Tr_0007_0000.nii.gz,BDMAP_00003961,shape+corr,1.0000,FLARE22_Tr_0007,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0217.nii.gz,BDMAP_00003967,shape+corr,1.0000,amos_0217,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,BTCV,img0026.nii.gz,BDMAP_00003982,exact,1.0000,btcv_label0026,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0406.nii.gz,BDMAP_00003988,shape+corr,1.0000,amos_0406,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard08,AMOS,amos_0033.nii.gz,BDMAP_00003999,exact,1.0000,amos_0033,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0011.nii.gz,BDMAP_00004008,exact,1.0000,amos_0011,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0081.nii.gz,BDMAP_00004055,shape+corr,1.0000,amos_0081,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0351.nii.gz,BDMAP_00004068,shape+corr,1.0000,amos_0351,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,BTCV,img0022.nii.gz,BDMAP_00004069,exact,1.0000,btcv_label0022,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard09,BTCV,img0035.nii.gz,BDMAP_00004094,exact,1.0000,btcv_label0035,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0111.nii.gz,BDMAP_00004099,exact,1.0000,amos_0111,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0330.nii.gz,BDMAP_00004110,shape+corr,1.0000,amos_0330,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0230.nii.gz,BDMAP_00004151,shape+corr,1.0000,amos_0230,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0237.nii.gz,BDMAP_00004153,shape+corr,1.0000,amos_0237,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0179.nii.gz,BDMAP_00004168,exact,1.0000,amos_0179,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0248.nii.gz,BDMAP_00004176,shape+corr,1.0000,amos_0248,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0259.nii.gz,BDMAP_00004189,shape+corr,1.0000,amos_0259,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0321.nii.gz,BDMAP_00004258,shape+corr,1.0000,amos_0321,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,FLARE,FLARE22_Tr_0045_0000.nii.gz,BDMAP_00004262,shape+corr,1.0000,FLARE22_Tr_0045,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0050.nii.gz,BDMAP_00004266,shape+corr,1.0000,amos_0050,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0134.nii.gz,BDMAP_00004330,exact,1.0000,amos_0134,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0047.nii.gz,BDMAP_00004333,shape+corr,1.0000,amos_0047,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0125.nii.gz,BDMAP_00004344,shape+corr,1.0000,amos_0125,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0276.nii.gz,BDMAP_00004351,shape+corr,1.0000,amos_0276,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0268.nii.gz,BDMAP_00004362,shape+corr,1.0000,amos_0268,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0353.nii.gz,BDMAP_00004388,shape+corr,1.0000,amos_0353,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,BTCV,img0004.nii.gz,BDMAP_00004418,exact,1.0000,btcv_label0004,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard09,BTCV,img0006.nii.gz,BDMAP_00004421,exact,1.0000,btcv_label0006,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0263.nii.gz,BDMAP_00004440,shape+corr,1.0000,amos_0263,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0215.nii.gz,BDMAP_00004463,shape+corr,1.0000,amos_0215,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard09,AMOS,amos_0173.nii.gz,BDMAP_00004484,shape+corr,1.0000,amos_0173,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0320.nii.gz,BDMAP_00004536,shape+corr,1.0000,amos_0320,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0387.nii.gz,BDMAP_00004539,shape+corr,1.0000,amos_0387,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0307.nii.gz,BDMAP_00004540,shape+corr,1.0000,amos_0307,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0131.nii.gz,BDMAP_00004545,shape+corr,1.0000,amos_0131,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,FLARE,FLARE22_Tr_0023_0000.nii.gz,BDMAP_00004549,shape+corr,1.0000,FLARE22_Tr_0023,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,FLARE,FLARE22_Tr_0043_0000.nii.gz,BDMAP_00004550,shape+corr,1.0000,FLARE22_Tr_0043,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,BTCV,img0010.nii.gz,BDMAP_00004594,exact,1.0000,btcv_label0010,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0379.nii.gz,BDMAP_00004619,shape+corr,1.0000,amos_0379,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0137.nii.gz,BDMAP_00004628,exact,1.0000,amos_0137,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0127.nii.gz,BDMAP_00004630,exact,1.0000,amos_0127,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard10,FLARE,FLARE22_Tr_0042_0000.nii.gz,BDMAP_00004636,shape+corr,1.0000,FLARE22_Tr_0042,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0067.nii.gz,BDMAP_00004644,exact,1.0000,amos_0067,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard10,FLARE,FLARE22_Tr_0020_0000.nii.gz,BDMAP_00004651,shape+corr,1.0000,FLARE22_Tr_0020,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0296.nii.gz,BDMAP_00004669,shape+corr,1.0000,amos_0296,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0072.nii.gz,BDMAP_00004681,shape+corr,1.0000,amos_0072,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0025.nii.gz,BDMAP_00004684,exact,1.0000,amos_0025,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0398.nii.gz,BDMAP_00004715,shape+corr,1.0000,amos_0398,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0370.nii.gz,BDMAP_00004779,shape+corr,1.0000,amos_0370,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,BTCV,img0005.nii.gz,BDMAP_00004840,exact,1.0000,btcv_label0005,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard10,FLARE,FLARE22_Tr_0011_0000.nii.gz,BDMAP_00004880,shape+corr,1.0000,FLARE22_Tr_0011,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0116.nii.gz,BDMAP_00004912,exact,1.0000,amos_0116,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard10,BTCV,img0027.nii.gz,BDMAP_00004913,exact,1.0000,btcv_label0027,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0075.nii.gz,BDMAP_00004937,exact,1.0000,amos_0075,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0226.nii.gz,BDMAP_00004941,shape+corr,1.0000,amos_0226,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,FLARE,FLARE22_Tr_0031_0000.nii.gz,BDMAP_00004954,shape+corr,1.0000,FLARE22_Tr_0031,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard10,AMOS,amos_0403.nii.gz,BDMAP_00004997,shape+corr,1.0000,amos_0403,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard11,AMOS,amos_0197.nii.gz,BDMAP_00005035,exact,1.0000,amos_0197,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard11,FLARE,FLARE22_Tr_0044_0000.nii.gz,BDMAP_00005037,shape+corr,1.0000,FLARE22_Tr_0044,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard11,AMOS,amos_0184.nii.gz,BDMAP_00005050,exact,1.0000,amos_0184,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard11,AMOS,amos_0242.nii.gz,BDMAP_00005053,shape+corr,1.0000,amos_0242,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard11,FLARE,FLARE22_Tr_0038_0000.nii.gz,BDMAP_00005063,shape+corr,1.0000,FLARE22_Tr_0038,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard11,FLARE,FLARE22_Tr_0006_0000.nii.gz,BDMAP_00005074,shape+corr,1.0000,FLARE22_Tr_0006,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard11,FLARE,FLARE22_Tr_0039_0000.nii.gz,BDMAP_00005108,shape+corr,1.0000,FLARE22_Tr_0039,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard11,AMOS,amos_0172.nii.gz,BDMAP_00005122,shape+corr,1.0000,amos_0172,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard11,AMOS,amos_0395.nii.gz,BDMAP_00005147,shape+corr,1.0000,amos_0395,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
shard11,AMOS,amos_0158.nii.gz,BDMAP_00005162,exact,1.0000,amos_0158,standardized_image_hash_match,atlas_overlap_export_up_to_shard13.csv
shard11,AMOS,amos_0015.nii.gz,BDMAP_00005180,shape+corr,1.0000,amos_0015,shape_and_correlation_candidate,atlas_overlap_export_up_to_shard13.csv
